1	100	245	260	510	500	300	RISM ID
3797396	"10$aGrétry, André-Ernest-Modeste,$d1741-1813"	12$aL'embarras des richesses;$bcomédie lyrique en trois actes représentée pour la premiere fois par l'Académie royale de musique le mardy 26. novemb. 1782.	0\$a[Paris?]$bImprimée par Basset$c[ca. 1782]	\4$aRISM A: G 4108	\\$aImprint covered by label: Chez Melle Castagnery ...;\\$aLibretto by J.B. Lourdet de Santerre.  Cf. Grove.  Dict. of music and musicians.	"\\$a[4] p., score (274 p.)"	
3797386	"10$aGrétry, André-Ernest-Modeste,$d1741-1813"	"10$aCephale et Procris, ballet heroique.$cReprésenté ... à Versailles ... en l'année 1773 et à l'Academie royale de musique le mardi 2 mai de l'année 1775."	"0\$aParis,$bMlle J. Grétry$c[1797?]"	\4$aRISM A: G 4053 ?	"\\$aAt head of title: Oeuvre XII.;\\$a""Text by J.F. Marmontel.""  Loewenberg.  Annals of opera."	\\$ascore (252 p.)	
3797381	"10$aGrétry, André-Ernest-Modeste,$d1741-1813"	"10$aBarbe Bleue;$bcomédie en prose et en trois actes.  Paroles de M. Sedaine.$cRepresentée pour la premiere fois par les Comédiens italiens ordinaires du roi, le lundi, 2. mars, 1789.  Mise en musique par Gretry.  Oeuvre XXVIII."	"0\$aParis,$bGravée par Huguet; Chez l'Auteur$c[etc., 1789]"	\4$aRISM A: G 3992		\\$ascore (149 p.)	
3797388	"10$aGrétry, André-Ernest-Modeste,$d1741-1813"	"10$aColinette à la cour;$bou, La double épreuve; comédie lyrique en trois actes.$cRepresentée pour la premiere fois par l'Académie royale de musique le mardy premier janvier 1782.  Oeuvre XIX."	"0\$aParis,$bGravée par le Sr Huguet; Chez Mr Houbaut [etc.] Imprimée par Basset$c[ca. 1782]"	\4$aRISM A: G 4061	"\\$aLabel on t.p.: A Paris chez Augte Le Duc ...;\\$a""Text by J.B. Lourdet de Santerre.""-  Loewenberg.  Annals of opera."	"\\$a[2] p., score (244 p.)"	
3797377	"10$aGrétry, André-Ernest-Modeste,$d1741-1813"	"10$aAucassin et Nicolette;$bou, Les moeurs du bon vieux tems, comédie en trois actes ... Oeuvre XX.  Gravée par le Sr. Huguet."	"0\$aParis,$bHoubaut$c[1782]"	\4$aRISM A: G 3982	\\$aLibretto by M.J. Sedaine.  Cf. Grove's dict. of music.	"\\$a[2] p., score (135 p.)"	
3797373	"10$aGrétry, André-Ernest-Modeste,$d1741-1813"	12$aL'amitié a l'épreuve;$bcomédie en deux actes mêlée d'ariettes ...$cGravée par le Sr. Dezauche.	"0\$aParis,$bAux adresses ordinaires de musique$c[ca. 1771]"	\4$aRISM A: G 3939	"\\$aAt head of title: Oeuvre VI.;\\$aLibretto by C.S. Favart and C.H.F. de Voisenon, based on a tale by Marmontel.  Cf. Loewenberg.  Annals of opera."	"\\$a[3] p., score (129 p.)"	
3797399	"10$aGrétry, André-Ernest-Modeste,$d1741-1813"	"12$aL'epreuve villageoise;$bopéra bouffon en deux actes en vers,$cpar M. Desforges.  Representé pour la premiere fois par les Comédiens italiens ordinaires du Roy, le jeudi 24 juin 1784.  Gravé par Huguet. Oeuvre XXIII."	"0\$aParis,$bMr. Houbaut et Aux adresses ordinaires$c[ca. 1786]"	\4$aRISM A: G 4114	\\$aOriginally a three-act opera entitled Théodore et Paulin.  Cf. Grove's dict. of music.	"\\$a[4] p., score (114 p.)"	
3796059	"10$aBesozzi, Alessandro,$d1702-1793."	"00$aVI sonatas in three parts for a German flute, a violin with a thorough bass for the harpsichord or violonvello."	"00$aLondon,$bI. Walsh$c[1747]"	\4$aRISM A: B 2458		\\$aparts	
3796052	"10$aBerton, H.$q(Henri),$d1767-1844."	13$aLe délire;$bopéra en un acte ...$cLes paroles de Mr. Révéroni St. Cyr.	"00$aParis,$bBoieldieu jeune$c[between 1811 and 1818]"	\4$aRISM A: B 2240	"\\$aCaption title (p. 7): Le delire; ou, Les suites d'une erreur."	"\\$a[1] p., score (127 p.)"	
3796068		"04$aLes Cantiques sacrés pour les principales solemnités des chrétiens,$bet sur divers autres sujets."	"00$aAmsterdam,$bcommpagnie des Libraires,$c1747."	\4$aRISM A: AN 442	"\\$aWith unacc. melodies.;\\$a""Les prieres ecclesiastiques"": 48 p.  (3d group);\\$a""Confession de foi"": 12 p. at end."	"\\$a190, [2], 48, 12 p."	
3796063	"10$aBianchi, Francesco,$d1752-1810"	"10$aPer pietà padron mio,$bsung by Sigra. Storace in the opera$c[by G. Paisiello] of Gli schiavi per amore."	"00$aLondon,$bLongman and Broderip$c[1787]"	\4$aRISM A: B 2555	\\$aCaption title.	"\\$ascore (9 p.), [1] p. ([1] p. at end advertisement)"	
3796065		04$aLes psaumes de David.	00$a[Amsterdam?$c174-?]	\4$aNot in RISM?	\\$aWith unacc. melodies.	\\$a554 p.	
4761458	"1\$aKeeble, John,$d1711-1786"	"10$a[A first set]-a fourth set of select pieces for the organ performed at the church of St. George, Hanover Square .../$cby ... John Keeble."	"\\$aLondon: $bPrinted by Broderip & Wilkinson ...,$c[1799?]"	\4$aRISM A: K 224		\\$a v.	
4761488	"1\$aTravers, J.$q(John),$dapproximately 1703-1758"	10$aXII Voluntaries for the organ or harpsichord /$ccompos'd by the late ingenious Joannis Travers.	"\\$aLondon: $bPrinted for C. & S. Thompson ...,$c[176-?]."	\4$aRISM A: T 1133	\\$aDate of imprint from RLIN.	\\$a1 score [33 p.]	
3658117	"10$aMadlseder, Nonnosus"	"10$aOffertoria XV. solemnia$bde festis sanctorum in communi à quatuor vocibus ordinariis, violinis duobus obligatis, viola obligata, clarinis vel cornibus ad libitum, cum duplici basso, juxta novissimum stylum a R.P. Nonnoso Madlseder ... composita.  Op. II ..."	"00$aAugustae Vindelicorum,$bSumptibus M. Rieger,$c1767."	\4$aRISM A: M 115		\\$a11 parts.	
3799801	"10$aStorace, Stephen,$d1762-1796"	14$aThe favorite operas of Mahmoud & The iron chest.$bAdapted for the piano forte or harpsichord$cby Joseph Mazzinghi.	"0\$aLondon,$bMrs. Storace; also sold by J. Dale$c[1797]"	\4$aRISM A: S 6746	"\\$aLibretto of Mahmoud by P. Hoare; the opera, unfinished by Storace, was fitted for performance by M. Kelly and by the addition of selections from Sarti, Haydn, and others.;\\$aCf. Sonneck.  Catalogue of opera librettos printed before 1800.;\\$aLibretto of The iron chest by G. Colman, the younger, based on W. Goodwin's Caleb Williams.  Cf. L.C."	"\\$a[9], 105, 51 p.$bport."	
3799821	"10$aShield, William,$d1748-1829"	14$aThe woodman;$ba comic opera ... composed chiefly by Willm. Shield.$cThe poetry by Bate Dudley.	"0\$aLondon,$bPrinted by Longman & Broderip$c[1791]"	\4$aRISM A: S 3255	\\$aIncludes advertisement.	"\\$a[1], 97 p."	
3799833	"10$aStorace, Stephen,$d1762-1796"	"10$aNo song, no supper;$ba comic opera in two acts ...  The music chiefly composed & adapted for the harpsichord or piano-forte$cby Stephen Storace."	"0\$aLondon,$bPrinted by Longman & Broderip$c[1790]"	\4$aRISM A: S 6789	\\$aLibretto by Prince Hoare.  Cf. Brit. union cat. of early music.;\\$aSome songs adapted from other composers.	"\\$a[1], 39, [1] p. ([1] p. at end advertisement)"	
912960	"10$aNicolai, Valentino,$dactive 1775-1798"	10$aSix sonatas for the piano forte :$bwith an accompaniment for a violin /$ccomposed ... by Valentino Niccolai ; op. III.	"\\$aEdinburgh :$bPrinted and sold by Willm. Whyte ...,$c[between 1799 and 1809]"	\4$aNot in RISM		\\$a33 p. of music.	
4871213	"1\$aPrelleur, Peter,$d1705?-1741."	"14$aThe newest method for learners on the German flute :$bas improv'd by the greatest masters of the age : with a collection of the finest minuets, rigadoons and opera airs extant."	"\\$aLondon :$bEngrav'd, printed and sold at the Printing Office in Bow Church-Yard ...,$c[173-]."	"4\$aNUC$c469.625.;\4$aRISM B: II, 239"	"\\$aAnonymous.  By Peter Prelleur.  Cf. NUC.;\\$aDate of imprint from NUC.;\\$aPublished also as part 3 of Prelleur's ""Modern musick-master"", 1730. (See also his ""The compleat tutor."")"	"\\$a[2], 48 p., [1] leaf of plates :$bill., music"	
6483439	"10$aLatour, T."	"10$aIn my cottage near the wood :$ba favorite song. /$c The workds by Miss Calcraft, the variations for the piano forte, composed by T. Latour."	"0\$aLondon,$bPrinted & sold at Bland & Weller,$c[ca.1800]"	"\4$aRISM A: LL 1058 I, 159"		\\$a4 p of music	
3889848	"10$aLully, Jean-Baptiste,$d1632-1687"	"10$aProserpine :$btragedie en musique /$cpar Monsieur de Lully ... ; représentée povr la prémiére fois, par l'Academie royale de musique, le troisiéme jour de fevrier 1680."	"0\$aA Paris :$bChez Christophe Ballard ...,$c1715."	\4$aRISM A: L 3017	\\$aLibretto by Quinault.  Cf. Loewenberg.	"\\$ascore (12, 361, [1] p.)"	
5865390	"10$aViotti, Giovanni Battista,$d1755-1824"	"00$aThree trios arranged as sonatas for the piano forte with accompaniments for the violin & bass, $cby Mr Dussek."	"0\$aLondon,$bCorri, Dussek$c[179-]"	\4$aRISM A: V 1954	\\$aSigned by the composer.	\\$a42 p. of music.	
5761248	"10$aPleyel, Ignaz,$d1757-1831"	00$aTrois sonates pour le piano forte avec accompagnt. de violon et voloncelle/$btirées de l'oeuvre 35 de Pleyel par D. Steibelt.	0\$aParis : $bPleyel$c[1803]	\4$aRISM A: P 3823	\\$aPl. no. 537.	\\$a1 part (57 p.)	
177214	"10$aCimarosa, Domenico,$d1749-1801"	"12$aL'impresario in angustie,$bou, Le directeur dans l'embarras : opera bouffon en deux actes, représenté sur le Theatre de la rue Faydeau /$cmusique del Sgor Cimarosa ; paroles françaises par Mr Dxxx."	"\\$aA Paris :$bChez le sr Sieber ...,$c[between 1799 and 1802]"	\4$aRISM A: C 2279	\\$aPlate no.: 1051.;\\$aOriginal imprint covered by label: Chez Le Duc ...;\\$aLibretto by Giuseppe Maria Diodati.  French translation by Pierre Ulric Dubuisson.  Cf. N.U.C.	"\\$a[1], p., 1 score (214 p.)"	
347590	"1\$aBurney, Charles,$d1726-1814."	"10$aPreludes, fugues, and interludes, for the organ :$balphabetically arranged in all the keys that are most perfectly in tune upon that instrument, & printed in a pocket size for the convenience of young organists, for whose use this book is particularly calculated & published /$cby Chas. Burney, Mus:D: ; book I."	"\\$aLondon :$bPrinted for the Author & sold at the music shops,$c[ca. 1790]"	\4$aRISM A: B 5065		"\\$a1 score ([1], 44 p.)"	
347461	"1\$aTacet, Joseph."	"10$aSecond collection of Italian, French and English favorite airs and minuets with variations :$badapted for two German flutes or two violins or two guittars /$cby Mr. Tacet."	"\\$aLondon :$bPrinted & sold by Mr. Tacet ...,$c[1765]"	\4$aRISM A: T 9		"\\$a[1], 4 p., 1 score (37 p.)"	
2221359	"10$aPaisiello, Giovanni,$d1740-1816"	"13$aLe marquis Tulipano;$bopera bouffon en deux actes.$cParodié sur la musique del Signor G. Paësiello.  Représenté pour la premiere fois sur le Théatre de Monsieur frere du Roi, le 28. janvier 1789."	"0\$aParis,$bJmbault$c[1789]"	\4$aRISM A: P 364		\\$ascore (203 p.)	
3699578	"10$aArnold, John,$dca. 1720-1792"	"10$aChurch music reformed;$bor, The art of psalmody, universally explained unto all people.$cContaining, I. A new introduction to the grounds of music, teaching all the rudiments thereof ... To which is prefixed a prefatory discourse on the present use of psalmody ...  II. Select portions of the Psalms of David, properly adapted to a set of grave and solemn Psalm-tunes ...  The Psalm-tunes are set in two parts, treble and bass, and figured for the organ or harpsichord ..."	"00$aLondon,$bPrinted by R. Brown, for the author, and sold by L. Hawes [etc.] $c1765."	\4$aRISM A: 2184		"\\$a71, [1] p."	
3796630	"10$aCimarosa, Domenico,$d1749-1801"	14$aGli Orazi e j Curiazi;$bopera seria del signor Sografi.$cParoles françaises de Moline.	"0\$aParis,$bGravé par L. Aubert$c[179-]"	\4$aRISM A: C 2396	\\$aPl. no. 758.;\\$aPart of imprint covered by label: Chez Aug.te le Duc ... Paris.	"\\$a[1] p., score (435 p.)"	
3796936	"10$aDuni, Egidio Romualdo,$d1709-1775"	"10$aLisle des foux;$bparodie de l'Arcifanfano De Goldoni.$cRepresenté pour la 1re fois a la Comedie italienne le 29 Xbre 1760.  Le 1er acte gravé par Mme Lefebvre, le 2eme acte gravé par Mme Cousineau de Ouvrard."	"0\$aParis,$bL'Auteur$c[ca. 1760]"	\4$aRISM A: D 3755	"\\$aPublisher's name covered by label: A Paris, Chez Henri Lemoine et Cie ...;\\$aEach act has separate paging.;\\$a""Text by L. Anseaume and P.A. Lefèvre de Marcouville."" Loewenberg.  Annals of opera."	"\\$ascore (85, 64 p.)"	
3796927	"10$a[Duni, Egidio Romualdo]$d1709-1775"	"10$aNinette a la cour.$bParodie de Bertholde à la ville.  Comedie en deux actes, melés d'ariettes, par Favart.  Representée sur le Theatre de la Comedie italiene [sic]"	"0\$aParis,$bDe la Chevardiere$c[etc., 1755?]"	\4$aRISM A: D 3781	"\\$a""Gravé par Melle Vendôme."""	"\\$ascore (73, 76 p.)"	
3796925	"10$a[Duni, Egidio Romualdo]$d1709-1775"	10$aAriettes de Ninette a la cour;$bparodie de Bertholde.  En 4 parties.	"0\$aParis,$bDuchesne$c[1755?]"	\4$aRISM A: D 3783	"\\$aPart 4 has imprint: Paris, Duchesne, gravée par Mlle. Vendome.;\\$aDate on spine: 1755.;\\$aUnacc. melodies."	\\$a4 parts in 1.	
3796946	"10$aDupuis, Thomas Sanders,$d1733-1796."	"00$aSix sonatas for the piano forte or harpsichord,$cwith an accompanyment for a violin.  Op. VI."	"0\$aLondon,$bPrinted for the author & sold at Longman's & Broderip's$c[etc., 1788]"	\4$aRISM A: D 3908		"\\$a[1] p., score (47 p.)"	
3796930	"10$aDuni, Egidio Romualdo,$d1709-1775"	"12$aL'ecole de la jeunesse;$bou, Le barnevelt françois, comedie en trois actes et en vers$cpar Mr Anseaume.  Représenté a Versailles ... le 24. janvier 1765."	"0\$aParis,$bL'Auteur$c[1765?]"	\4$aRISM A: D 3745		\\$ascore (175 p.)	
3796932	"10$aDuni, Egidio,$d1709-1775."	10$aAriettes séparées des Moissonneurs ...$cgravées par le Sr. Hue.	"0\$aParis,$bL'auteur$c[17--]"	\4$aRISM A: D 3772	"\\$aFor one or two voices, unacc.;\\$aLibretto by Favart.  Cf. Grove's Dict. of music."	"\\$a[1], 40 p."	
3796939	"10$aDuni, Egidio Romualdo,$d1709-1775"	"14$aLes sabots;$bpiece en un acte,$cpar Sedaine.  Représentée pour la 1re. fois sur le Théâtre des Comédiens ital. ord. du roi."	"0\$aParis,$bGravée par Dezauche; Chez l'Auteur$c[etc., 1768]"	\4$aRISM A: D 3795	"\\$aImprint covered by label: ""Chez Sieber ... "";\\$aText by Michel Sedaine and Jacques Cazotte."	\\$ascore (90 p.)	
3796934	"10$aDuni, Egidio Romualdo,$d1709-1775"	13$aLe peintre amoureux de son modéle;$bopera comique de Mr Anseaume.$cReprésentée pour la premiere fois sur le théâtre du fauxbourg St. Laurent le 26 juillet 1757.	"0\$aParis,$bL'Auteur, gravée par Melle Vendôme, imprimée par Montulay$c[1768?]"	\4$aRISM A: D 3784		\\$ascore (97 p.)	
3796950	"10$aStorace, Stephen,$d1762-1796"	"10$aÈ di matti questo mondo;$ba favorite air, sung ... in the opera of La cameriera astuta."	"0\$aLondon,$bPrinted for S. Storace & sold by Birchall & Andrews$c[1788]"	\4$aRISM A: S 6645	\\$aCaption title.;\\$aFor soprano and orchestra.;\\$aSigned by the composer.	\\$ascore (9 p.)	
3796964	"10$aHook,$cMr.$q(James),$d1746-1827."	"10$aMa chère amie;$ba favorite song ...$cwritten by a Lady, and set to music by Mr. Hook."	0\$a[London]$bPrinted by Longman and Broderip$c[1786]	\4$aRISM A: H 7004	\\$aCaption title.;\\$aFor tenor and orchestra.;\\$aPart for German flute or guitar: p. 4.	\\$a4 p. (p. 1-3 score)	
3796996	"10$aEckardt, Johann Gottfried,$d1735-1809"	"10$aMinuet d'Exaudet,$bcommonly called Marshal Saxe's minuet, with variations for the harpsichord or piano forte."	"0\$aLondon,$bPrinted & sold by R. Bremner$c[between 1762 and 1789]"	\4$aRISM A: E 352		"\\$a[1], 7 p."	
3796999	"10$aEdelmann, Jean-Frédéric,$d1749-1794"	"00$aEdelman's celebrated overture for the harpsichord or piano forte,$cwith an accompaniment for a violin."	"0\$aLondon,$bPrinted and sold by J. Cooper$c[ca. 1790]"	\4$aRISM A: E 392		\\$ascore (10 p.)	
3796986	"10$aDussek, Johann Ladislaus,$d1760-1812."	"02$aA concerto for the piano forte or harpsichord with accompaniments,$bin which is introduced the favorite air of The plough boy."	"0\$aLondon,$bPrinted by Longman and Broderip$c[179-]"	\4$aRISM A: D 4014	\\$aCaption title: Concerto III.;\\$aThe rondo movement is based on an air from W. Shield's opera The farmer.;\\$aIncludes advertisement.	\\$aparts	
3796993	"10$a[Eberl, Anton]$d1765?-1807"	"04$aThe last composition of the celebrated Mozart:$ba sonata in C minor, the accompaniments of which were left unfinished, and which were accomplished by Mr. Pleyel."	"0\$aLondon,$bCorri, Dussek$c[1797]"	\4$aRISM A: E 146	\\$aFor piano trio.	\\$aparts 1	
3796981	"10$aDussek, Johann Ladislaus,$d1760-1812"	"10$aThree favourite airs:$bMy lodging is on the cold ground, Shepherds I have lost my love, & The countess of Sutherland's reel.  Two arr. as rondos, and one with varia., for the piano forte,$cby J.L. Dussek."	"0\$aEdinburgh,$bPrinted & sold by Corri$c[between 1790 and 1801]"	\4$aRISM A: D 4582	"\\$aSecond piece has caption title: Anna, a favourite Scotch song, with variations for the harpsichord."	\\$a18 p.	
3796883	"10$aDesaubrys, John Phillip"	"00$aEight sonatas for two violins,$ba violoncello and a thorough bass for the harpsichord."	"00$aLondon,$bPrinted for the author by J. Johnson$c[1756]"	\4$aRISM A: D 1683		\\$apart 3	
3796899	"10$aDibdin, Charles,$d1745-1814"	10$a[Songs written and composed$cby Mr. Dibdin for his entertainment called The oddities.	"00$aLondon,$bPrinted & sold by the author,$c1789-91]"	\4$aRISM A: DD 2502 - 2554	"\\$aFor voice and piano, with parts for 1-2 flutes and/or 1-2 guitars printed at end; 4 songs have acc. for piano and 1-2 violins or flutes.;\\$aMost songs are signed by the composer."	\\$a1 v. (various pagings)	
3796893	"10$aDestouches,$cM.$q(André Cardinal),$d1672-1749."	"10$aAmadis de Grece;$btragedie en musique, représentée pour la premiere fois, par l'Accademie royale de musique, le vingt-sixiéme mars 1699."	"00$aParis,$bC. Ballard, seul imprimeur du Roy pour la musique,$c1712."	\4$aRISM A: D 1818	\\$aLibretto by A. Houdar de La Motte.	"\\$a[8] p., score (291 p.), [1] p."	
3796891	"10$aDessler, Wolfgang Christoph,$d1660-1722"	"10$aGott-geheiligter Christen nutzlichergetzende Seelen-Lust unter den Blumen göttliches Worts;$boder, Andächtige Betrachtungen und Gedancken über unterschiedliche erläuterte Schrifft-Sprüche.  Wodurch ein glaubiger Mensch in der Liebe gegen Gott und den Nechsten gestärcket, in geistlichen Ohnmächten der Schwermut ermuntert, und in end-beharrender Tugend-Bestándigkeit ... angewiesen wird.  Mit lieblich in Noten gesetzten neuen Arien ... vorgestellet von W.C.D."	"00$aNürnberg,$bGedruckt und verlegt von J.J. Felseckern,$c1692."	\4$aRISM B VIII/1: 1692/14	\\$aMelodies with the initials B.S. are by B. Schultheiss.  Cf. Reimann.;\\$aThe hymns are for voice and figured bass.	"\\$a[12], 798, [10] p.$b26 plates."	
3796810	"10$aHaigh, Thomas,$d1769-1808"	10$aWhen William at eve.$cArr. ... by T. Haigh.	"0\$a[London,$bPrinted & sold by Chappell,$cbetween 1811 and 1819]"	\4$aRISM A: H 1815	\\$aPl. no. 93.;\\$aCaption title.	"\\$a[1], 9 p."	
3796834	"10$aHaigh, Thomas,$d1769-1808"	"02$aA favorite duett, for two performers on one piano-forte,$bin which is introduced the Portugueze hymn on the nativity."	"0\$aLondon,$bPrinted and sold by T. Preston$c[ca. 1800]"	\4$aRISM A: H 1801		"\\$a[1], 11 p."	
3796848	"10$aCumming, Angus"	"12$aA collection of Strathspey,$bor old Highland reels."	"0\$aEdinburgh,$c1780."	\4$aRISM A: C 4581		"\\$a6, 20 p."	
3796831	"10$aFiorillo, Federigo,$d1755-approximately 1823"	"10$aSe al volto mai ti senti;$ba favorite trio from Mozart's opera of La clemenza di Tito,$carranged with ten variations for the piano forte. With an acc. for the flute (obligato)."	"0\$aLondon,$bPrinted & sold by R. Birchall$c[between 1789 and 1819]"	\4$aRISM A: FF 903a	\\$aFlute part added in small notes.	\\$a11 p.	
3796876	"10$aDale, Joseph,$d1750?-1821"	00$aThree sonatas for the piano forte or harpsichord with accompaniments for a flute and violoncello.$bOpera VIII.	0\$aLondon$bPrinted & sold by the author$c[1788]	\4$aRISM A: D 753	\\$aIncludes advertisements.	\\$aparts	
3796872	"10$aDalayrac, N.$q(Nicolas),$d1753-1809."	"13$aLa dot;$bcomédie en trois actes et en prose,$cpar M. Desfontaines ...  Mise en musique par M. Dal***.  Oeuvre IV.  Gravé par Huguet."	"0\$aParis,$bChez l'auteur$c[between 1785 and 1809]"	\4$aRISM A: D 236	\\$aIn box.	"\\$a[1] p., score (199 p.)"	
3796879	"10$aDance, William,$d1755-1840"	"00$aThree lessons for the piano forte,$bwith an accompanyment for a violin and eight preludes in different keys.  Composed & respectfully inscribed to Miss Townsende$cby Willm Dance.  Opera terza."	"0\$aLondon,$bThe Author, & sold by Longman and Broderip$c[179-?]"	\4$aRISM A: D 883	\\$aRed morocco gold-tooled presentation binding for Miss Townsend.	"\\$a[1], 30 p."	
3796867	"10$aDalayrac, N.$q(Nicolas),$d1753-1809."	"10$aAdolphe et Clara;$bou, Les deux prisonniers, comédie en un acte et en prose.  Paroles de B.J. Marsollier ...$cGravée par Huguet."	"0\$aParis,$bPleyel$c[ca. 1799]"	\4$aRISM A: D 22	\\$aPl. no. 9.	"\\$a[1] p., score (120 p.)"	
3796905	"10$aDibdin, Charles,$d1745-1814."	"14$aThe padlock;$ba comic opera, as it is performed at the Theatre-Royal in Drury-Lane.  The words by the author of The maid of the mill, &c. &c."	"00$aLondon,$bPrinted for the author & sold by J. Jonhston$c[1768?]"	\4$aRISM A: D 2557	\\$aVocal score with instrumental indications.  Libretto by I. Bickerstaffe.	"\\$a[3], 41 p."	
3796901	"10$aDibdin, Charles,$d1745-1814"	"10$a[Songs written and composed$cby Mr. Dibdin for his entertainment called The wags, or, The camp of pleasure."	"00$aLondon,$bPrinted & sold by the author,$c1790-ca. 1795]"	\4$aRISM A: DD 2760 - 2824	"\\$aFor voice, 1-2 violins and piano; most songs have parts for 1 flute and/or 1 guitar, or, 2 flutes only (in score) printed at end; the Irish Italian song has an acc. for 2 violins, viola, 2 flutes (Alternating with horns) and bass.;\\$aIncludes advertisements;\\$aMost songs are signed by the composer."	"\\$ascore (1 v., various pagings)"	
3796910	"10$aDibdin, Charles,$d1745-1814"	"10$a[Songs written and composed$cby Mr. Dibdin for his entertainment called The quizes, or, A trip to Elysium."	"00$aLondon,$bPrinted & sold by the author,$c1793]"	\4$aRISM A: DD 2638 - 2665	"\\$aFor voice, 1-2 violins and piano; most songs have parts for 1-2 flutes printed at end; the Compact of freedom includes a chorus (2 voices) with acc. for 2 violins and bass, and has also a score for ""military band"" printed at end.;\\$aEach song is signed by the composer."	"\\$ascore (1 v., various pagings)"	
3796916	"10$aMonsigny, Pierre-Alexandre,$d1729-1817."	13$aLe cadi dupé;$bopera bouffon en un acte.$cRepresenté sur le Théatre de l'Opera comique Mis en musique par Mr. ***.	"0\$aParis,$bGravé par P.L. Charpentier; Chez De la Chevardiere$c[etc.] 1761."	\4$aRISM A: M 3159	\\$aWords by Pierre René Lemonnier.	\\$ascore (53 p.)	
3796913		"00$aDaphne and Amintor;$ba comic opera in one act, as it is performed at the Theatre Royal, Drury Lane, for the voice and harpsichord.$cBy the author of The maid of the mill [I. Bickerstaffe]"	"0\$aLondon,$bR. Bremmer$c[1765]"	\4$aRISM B II: 149	\\$aVocal score with instrumental indications.	"\\$a[1], 30 p."	
3796918	"10$aMonsigny, Pierre-Alexandre,$d1729-1817."	"10$aOn ne s'avise jamais de tout;$bopera bouffon en un acte.$cMis en musique par monsieur ***.  Représentés à Versailles, devant leurs Majestés, le mercredy 2. decembre, 1761."	"0\$aParis,$bGravé par Hue$c[1762]"	\4$aRISM A: M 3264	\\$aLibretto by Michel Jean Sedaine.	\\$ascore (120 p.)	
3796908	"10$aDibdin, Charles,$d1745-1814"	"10$a[Songs written and composed$cby Mr. Dibdin for his entertainment called Private theatricals, or, Nature in Nubibus."	"00$aLondon,$bThe author,$c1791-ca. 1794]"	\4$aRISM A: DD 2587 - 2624	"\\$aFor voice, violin (usually) and piano; most songs have parts for 1-2 flutes and/or 1-2 guitars printed at end.;\\$aIncludes advertisements;\\$aMany songs are signed by the composer."	"\\$ascore (1 v., various pagings)"	
3796352	"10$aBruni, Antonio Bartolomeo,$d1757-1821."	"00$aCinquante études pour le violon,$bformant la 2.mê partie ..."	"0\$aParis,$bSieber père$c[between 1799 and 1802]"	\4$aRISM A: B 4816	\\$aPl. no. 1542.	"\\$a[1], 56 p."	
3796343		"14$aThe British musical miscellany;$bor, The delightful grove. Being a collection of celebrated English and Scotch songs,$cby the best masters, set for the violin, German flute, the common flute and harpsichord.  Engraven in a fair character & carefully corrected."	"0\$aLondon,$bPrinted for & sold by I. Walsh$c[1734-"	"\4$aRISM B: II, 117"	\\$aFor voice and continuo; part for flute at end of most songs.;\\$aVol. 5 in box.	\\$av. 5$billus.	
3796336	"10$aBréval, J. B.$q(Jean Baptiste),$d1753-1823."	00$aSix duetts for a violin and violoncello.$bOpera 19.	"0\$aLondon,$bPrinted by Longman & Broderip$c[ca. 1783]"	\4$aRISM A: B 4383		\\$a2 parts.	
3796326	"10$aBoyce, William,$d1711-1779."	10$aSolomon;$ba serenata ... taken from the Canticles.	"0\$aLondon,$bPrinted and sold for the author by J. Walsh,$c1743."	\4$aRISM A: BB 4074	\\$aText by E. Moore.  Cf. Grove's dict. of music.	"\\$a[6] p., score (101 p.)"	
3796319	"10$aBoyce, William,$d1711-1779."	"10$aCathedral music;$bbeing a collection in score of the most valuable and useful compositions for that service,$cby the several English masters of the last two hundred years.  The whole selected and carefully rev. by the late Dr. William Boyce."	"0\$aLondon,$bJ. Ashley,$c1788."	"\4$aRISM B: II, 124"	\\$aFor 1-8 voices with figured bass acc.	\\$a3 v.$bfront.	
1222117	"10$aDevienne, François,$d1759-1803."	14$aLes visitandines :$bcomédie en deux actes et en prose /$cpar Mr. Picard ; représentée pour la premiere fois par les comédiens du Théâtre de la rue Feydeau le samedi sept juillet 1792 ; mises en musique ... par Mr. F. Devienne.	"0\$aA Paris :$bChez Cousineau ...,$c[1792?]"	\4$aRISM A: D 1869	"\\$aImprint covered by label: A Toulouse : Au Magasin de musique et d'instrumens, Chez Crosilhes-Calvet ..."	"\\$a1 score ([1], 152 p.)"	
474166	"1\$aGrétry, André-Ernest-Modeste,$d1741-1813"	"10$aPartition d'Andromaque :$btragédie lyrique en trois actes : representée pour la premiere fois par l'Académie royale de musique, le mardi 6 juin 1780 ... /$cmise en musique par M. Gretry ... ; gravée par le Sr. Huguet ..."	"\\$aA Paris :$bChez Mlle. Jenny Gretry ...,$c[1800?]"	\4$aRISM A: GG 3975a	"\\$aLibretto by L.-G. Pitra.  Cf. Loewenberg.;\\$a""Oeuvre XVII."";\\$a""Catalogue de la musique de M. Grétry ..."": - prelim. p. [2]"	"\\$a1 score ([2], 219 p.)"	
